course_identifier,dept_code,school_code,course_name,term,section,call_number,instructor,start_time,end_time,days
AFASG4004,AFAM,SAS,Turn the TV Off: Black Performance Studies,20261,001,15974,Johanna F Almiron,12:10,14:00,R 12:10PM-2:00PM
AFASC3997,AFAM,SAS,INDEPENDENT STUDY-NON AFAM,20261,001,20451,Obery Hendricks,,,
AFASW3940,AFAM,SAS,SENIOR THESIS SEMINAR,20261,001,11372,Kellie Jones,14:10,16:00,T 2:10PM-4:00PM
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,001,10505,Frank Guridy,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,002,10506,Brandi Summers,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,003,10507,Jafari S Allen,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,004,11748,Nyle Fort,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,005,11750,Rachel Grace Newman,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,006,11752,Farah Griffin,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,007,20205,Edwidge Danticat,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,008,20452,Obery Hendricks,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,009,20454,Johanna F Almiron,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,010,20455,Vivaldi Jean-Marie,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20261,011,20456,Kellie Jones,,,
AFASC3011,AFAM,SAS,Spirit of Justice,20261,001,17123,Nyle Fort,10:10,12:00,M 10:10AM-12:00PM
AFASW3004,AFAM,SAS,Introduction to Black Geographies,20261,001,10496,Brandi Summers,14:10,16:00,W 2:10PM-4:00PM
AFASC3001,AFAM,SAS,SING A BLACK GIRL'S SONG:  THE NON FICTION WRITING OF NTOZAKE SHANGE,20261,001,10540,Edwidge Danticat,14:10,16:00,R 2:10PM-4:00PM
AFASW1003,AFAM,SAS,Blackness and Frenchness: A Radical Genealogy,20261,001,10536,Veronique Charles,12:10,14:00,M 12:10PM-2:00PM
AFASG6999,AFAM,SAS,THESIS RESEARCH-GRADUATE,20261,001,10504,Brandi Summers,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,001,10509,Brandi Summers,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,002,10510,Jafari S Allen,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,003,10511,Farah Griffin,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,004,11753,Frank Guridy,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,005,11758,Nyle Fort,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,006,11781,Rachel Grace Newman,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,007,20204,Edwidge Danticat,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,008,20453,Obery Hendricks,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,009,20457,Johanna F Almiron,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,010,20458,Vivaldi Jean-Marie,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20261,011,20459,Kellie Jones,,,
AFASG4080,AFAM,SAS,TOPICS IN THE BLACK EXPERIENCE,20261,004,11741,Nyle Fort,14:10,16:00,M 2:10PM-4:00PM
AFASW4006,AFAM,SAS,The African American Prophetic Political Tradition  from David Walker to Barack Obama,20261,001,15976,Obery Hendricks,12:10,14:00,T 12:10PM-2:00PM
AFASW4005,AFAM,SAS,"Frantz Fanon: Disenchantment, Existential Self-Revision, and Resistance",20261,001,15975,Vivaldi Jean-Marie,12:10,14:00,W 12:10PM-2:00PM
AFAMW4007,AFAM,SAS,Writing in the Subjunctive Mood: Poetry in the Black Archive,20261,001,18053,Erica Hunt,16:10,18:00,R 4:10PM-6:00PM
AFRSBC3552,AFSB,BCOL,BLACK WOMEN STYLE&PERFRMNCE,20261,001,00607,Shirley Taylor,10:10,12:00,F 10:10AM-12:00PM
AFRSBC3532,AFSB,BCOL,ROMARE BEARDEN:HOME IS HARLEM,20261,001,00609,Diedra Harris-Kelley,10:10,12:00,W 10:10AM-12:00PM
AFRSBC3083,AFSB,BCOL,Black Women's Freedom Narratives,20261,001,00757,Celia E Naylor,16:10,18:00,W 4:10PM-6:00PM
AFRSBC2046,AFSB,BCOL,"Introduction to Afro-diasporic Religions,",20261,001,00756,Aurelis Troncoso,11:40,12:55,TR 11:40AM-12:55PM
AFRSBC2006,AFSB,BCOL,INTRODUCTION AFRICAN DIASPORA,20261,002,00755,Celia E Naylor,13:10,14:25,MW 1:10PM-2:25PM
AFRSBC2005,AFSB,BCOL,CARIBBEAN CULTURE & SOCIETIES,20261,002,00754,Maja Horn,10:10,11:25,MW 10:10AM-11:25AM
AFENBC3817,AFSB,BCOL,Black Shakespeare,20261,002,00753,Kim F Hall,16:10,18:00,T 4:10PM-6:00PM
AFENBC3196,AFSB,BCOL,HARLEM RENAISSANCE LITERATURE,20261,001,00605,Maleda Belilgne,18:10,19:25,TR 6:10PM-7:25PM
AFRSBC3565,AFSB,BCOL,Art & Culture in Harlem,20261,002,00931,Shirley Taylor,12:10,14:00,F 12:10PM-2:00PM
AFENBC3135,AFSB,BCOL,Zora Neale Hurston: A Writing Life,20261,001,00606,Monica L Miller,14:10,16:00,T 2:10PM-4:00PM
AHISW3000,AHAR,SAS,INTRO LIT/METHODS OF ART HIST,20261,001,13754,Michael Cole,14:10,16:00,R 2:10PM-4:00PM
AHISW3000,AHAR,SAS,INTRO LIT/METHODS OF ART HIST,20261,002,13755,Avinoam Shalem,16:10,18:00,M 4:10PM-6:00PM
AHISW2623,AHAR,SAS,Intro to East Asian Art Disc. Section,20261,001,20304,Joseph W Millette,12:10,13:00,M 12:10PM-1:00PM
AHISW2623,AHAR,SAS,Intro to East Asian Art Disc. Section,20261,002,20305,Joseph W Millette,12:10,13:00,T 12:10PM-1:00PM
AHISW2623,AHAR,SAS,Intro to East Asian Art Disc. Section,20261,003,20306,Philippe Depairon,10:10,11:00,R 10:10AM-11:00AM
AHISW2623,AHAR,SAS,Intro to East Asian Art Disc. Section,20261,004,20307,Philippe Depairon,14:10,15:00,F 2:10PM-3:00PM
AHISW2622,AHAR,SAS,"Introduction to East Asian Art: China, Japan, and Korea",20261,001,13749,Jin Xu,16:10,17:25,MW 4:10PM-5:25PM
AHISW2602,AHAR,SAS,ARTS OF JAPAN,20261,001,13743,Matthew P Mckelway,14:40,15:55,MW 2:40PM-3:55PM
AHISW2400,AHAR,SAS,Nineteenth-Century Art in Europe,20261,001,13742,Meredith Gamer,10:10,11:25,MW 10:10AM-11:25AM
AHISW2318,AHAR,SAS,Renaissance Architecture - Discussion Section,20261,001,19597,Matthew S Lopez,12:10,13:00,W 12:10PM-1:00PM
AHISW2318,AHAR,SAS,Renaissance Architecture - Discussion Section,20261,002,19598,Matthew S Lopez,13:10,14:00,W 1:10PM-2:00PM
AHISW2318,AHAR,SAS,Renaissance Architecture - Discussion Section,20261,003,19599,Beatrice Mognon,12:10,13:00,R 12:10PM-1:00PM
AHISW2318,AHAR,SAS,Renaissance Architecture - Discussion Section,20261,004,19600,Beatrice Mognon,13:10,14:00,R 1:10PM-2:00PM
AHISW2318,AHAR,SAS,Renaissance Architecture - Discussion Section,20261,005,20176,Juul G Van Haver,14:10,15:00,W 2:10PM-3:00PM
AHISW2318,AHAR,SAS,Renaissance Architecture - Discussion Section,20261,006,20177,Juul G Van Haver,15:10,16:00,W 3:10PM-4:00PM
AHUMV2604,AHAR,SAS,"ARTS OF CHINA, JAPAN AND KOREA",20261,001,13791,Yi-Bang Li,11:40,12:55,MW 11:40AM-12:55PM
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,001,17609,Alexander Alberro,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,002,17610,Zainab Bahrani,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,003,17611,Frederique Baumgartner,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,004,17612,Barry G Bergdoll,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,005,17613,Diane Bodart,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,006,17614,Julia Bryan-Wilson,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,007,17615,Gregory Bryda,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,008,17616,Zeynep Celik Alexander,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,009,17617,Michael Cole,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,010,17618,Jonathan K Crary,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,011,17619,Francesco De Angelis,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,012,17620,Susanna C Berger,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,014,17621,Noam M Elcott,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,016,17623,Meredith Gamer,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,017,17624,Anne Higonnet,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,018,17625,Elizabeth Hutchinson,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,019,17626,Kellie Jones,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,020,17627,Branden W Joseph,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,021,17628,Subhashini Kaligotla,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,022,17629,Holger A Klein,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,023,17630,Rosalind Krauss,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,024,17631,Janet L Kraynak,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,025,17632,Matthew P Mckelway,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,026,17633,Ioannis Mylonopoulos,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,027,17634,Eleonora Pistis,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,028,17635,John Rajchman,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,029,17636,Jonathan Reynolds,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,030,17637,Avinoam Shalem,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,031,17638,Zoe S Strother,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,032,17639,Lisa Trever,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,033,17640,Michael J Waters,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20261,034,17641,Jin Xu,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,001,17577,Alexander Alberro,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,002,17578,Zainab Bahrani,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,003,17579,Frederique Baumgartner,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,004,17580,Barry G Bergdoll,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,005,17581,Diane Bodart,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,006,17582,Julia Bryan-Wilson,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,007,17583,Gregory Bryda,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,008,17584,Zeynep Celik Alexander,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,009,17585,Michael Cole,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,010,17586,Jonathan K Crary,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,011,17587,Francesco De Angelis,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,012,17588,Susanna C Berger,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,014,17589,Noam M Elcott,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,016,17590,Meredith Gamer,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,017,17591,Anne Higonnet,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,018,17592,Elizabeth Hutchinson,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,019,17593,Kellie Jones,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,020,17594,Branden W Joseph,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,021,17595,Subhashini Kaligotla,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,022,17596,Holger A Klein,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,023,17597,Rosalind Krauss,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,024,17598,Janet L Kraynak,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,025,17599,Matthew P Mckelway,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,026,17600,Ioannis Mylonopoulos,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,027,17601,Eleonora Pistis,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,028,17602,John Rajchman,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,029,17603,Jonathan Reynolds,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,030,17604,Avinoam Shalem,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,031,17605,Zoe S Strother,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,032,17606,Lisa Trever,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,033,17607,Michael J Waters,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20261,034,17608,Jin Xu,,,
AHISG8864,AHAR,SAS,Japanese Art within the Chinese Cultural Sphere,20261,001,18100,Noriko Miyazaki,14:10,16:00,T 2:10PM-4:00PM
AHISG8863,AHAR,SAS,"Building, Rebuilding, and Moving Temples in Medieval Japan",20261,001,18029,Matthew P Mckelway,16:10,18:00,T 4:10PM-6:00PM
AHISG8496,AHAR,SAS,Art History and the Archive,20261,001,13790,Meredith Gamer,14:10,16:00,W 2:10PM-4:00PM
AHISG8374,AHAR,SAS,The Rise of Architectural Drawing,20261,001,16718,Michael J Waters,10:10,12:00,R 10:10AM-12:00PM
AHISG8213,AHAR,SAS,"Venice and the East: Art, Architecture, and Devotion in the Medieval Mediterranean, ca. 800–1500",20261,001,20052,Holger A Klein,16:10,18:00,T 4:10PM-6:00PM
AHISG8031,AHAR,SAS,Aesthetics,20261,001,13789,Susanna C Berger,14:10,16:00,T 2:10PM-4:00PM
AHISG8026,AHAR,SAS,How to Study Clothing?,20261,001,13788,Anne Higonnet,10:10,12:00,T 10:10AM-12:00PM
AHISW2317,AHAR,SAS,Renaissance Architecture,20261,001,13741,Michael J Waters,14:40,15:55,TR 2:40PM-3:55PM
AHISG6715,AHAR,SAS,Mural Art and the Ancient Americas,20261,001,17846,Lisa Trever,16:10,18:00,R 4:10PM-6:00PM
AHISG6413,AHAR,SAS,The Real Picasso,20261,001,13787,Rosalind Krauss,14:10,16:00,W 2:10PM-4:00PM
AHISG6408,AHAR,SAS,ORIGINS OF MOD VISUAL CULTURE,20261,001,13786,Jonathan K Crary,16:10,18:00,W 4:10PM-6:00PM
AHISG5006,AHAR,SAS,MODA THESIS PREP,20261,001,13785,Janet L Kraynak,16:10,18:00,T 4:10PM-6:00PM
AHISG5003,AHAR,SAS,MATERIALS & PRACTICES-ART HIST,20261,001,13784,Frederique Baumgartner,12:10,14:00,R 12:10PM-2:00PM
AHISG5001,AHAR,SAS,CURATORIAL COLLOQUIUM,20261,001,13783,Janet L Kraynak,14:10,16:00,R 2:10PM-4:00PM
AHISW4741,AHAR,SAS,Art and Theory in a Global Context,20261,001,13782,John Rajchman,16:10,18:00,M 4:10PM-6:00PM
AHISW4592,AHAR,SAS,Bodies and Body Cultures,20261,001,16716,Subhashini Kaligotla,14:10,16:00,R 2:10PM-4:00PM
AHISW4589,AHAR,SAS,"Orientalism, Art, and Architecture: From Representation to Display",20261,001,17519,Iheb Guermazi,12:10,14:00,W 12:10PM-2:00PM
AHISW4577,AHAR,SAS,"Constructs of Solidarity: Architecture and Urban Culture in Latin America, 1950-2010",20261,001,16713,Marta J Caldeira,12:10,14:00,T 12:10PM-2:00PM
AHISW2315,AHAR,SAS,Northern Renaissance Art,20261,001,13740,Susanna C Berger,10:10,11:25,TR 10:10AM-11:25AM
AHISW4558,AHAR,SAS,Making Modern New York,20261,001,16712,Carol A Willis,12:10,14:00,M 12:10PM-2:00PM
AHISW4110,AHAR,SAS,MODERN JAPANESE ARCHITECTURE,20261,001,13781,Jonathan Reynolds,10:10,11:25,MW 10:10AM-11:25AM
AHISW4024,AHAR,SAS,Medieval Art II — Discussion Section,20261,001,20004,Brooke H Wrubel,10:10,11:00,W 10:10AM-11:00AM
AHISW4024,AHAR,SAS,Medieval Art II — Discussion Section,20261,002,20005,Brooke H Wrubel,11:10,12:00,W 11:10AM-12:00PM
AHISW4024,AHAR,SAS,Medieval Art II — Discussion Section,20261,003,20009,Jessica A Lane,13:10,14:00,R 1:10PM-2:00PM
AHISW4024,AHAR,SAS,Medieval Art II — Discussion Section,20261,004,20010,Jessica A Lane,14:10,15:00,R 2:10PM-3:00PM
AHISW4023,AHAR,SAS,"Medieval Art II: Castles, Cathedral, and Court",20261,001,13780,Gregory Bryda,13:10,14:25,MW 1:10PM-2:25PM
AHISQ3999,AHAR,SAS,SUPERVISED INDIVIDUAL RESEARCH,20261,001,20460,Irina T Oryshkevich,,,
AHISW3617,AHAR,SAS,Imperial Art and Architecture of Beijing,20261,001,16711,Jin Xu,16:10,18:00,R 4:10PM-6:00PM
AHISW3481,AHAR,SAS,Contemporary Handicraft in England,20261,001,16710,Julia Bryan-Wilson,14:10,16:00,T 2:10PM-4:00PM
AHISW3451,AHAR,SAS,Latinx Artists Coast to Coast,20261,001,13779,Kellie Jones,16:10,18:00,W 4:10PM-6:00PM
AHISW3444,AHAR,SAS,REFLEXIVITY IN ART & FILM,20261,001,13774,Jonathan K Crary,16:10,18:00,T 4:10PM-6:00PM
AHISC3002,AHAR,SAS,SENIOR THESIS,20261,001,13756,Branden W Joseph,14:10,16:00,M 2:10PM-4:00PM
AHISV2109,AHAR,SAS,Roman Art & Architecture,20261,001,13739,Blair Fowlkes Childs,11:40,12:55,TR 11:40AM-12:55PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20261,001,10900,Lydia Fass,13:10,16:00,M 1:10PM-4:00PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20261,001,10900,Lydia Fass,13:10,16:00,T 1:10PM-4:00PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20261,002,10901,Carolyn Saylor-Loof,13:10,16:00,M 1:10PM-4:00PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20261,002,10901,Carolyn Saylor-Loof,10:10,13:00,T 10:10AM-1:00PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20261,003,10902,Carolyn Dunn,13:10,16:00,M 1:10PM-4:00PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20261,003,10902,Carolyn Dunn,13:10,16:00,T 1:10PM-4:00PM
ENGLZ0006,AMLP,SPEC,ACADEMIC WRITING,20261,001,10898,Matthew Morley,18:10,20:25,MWR 6:10PM-8:25PM
ENGLZ0005,AMLP,SPEC,ACADEMIC WRITING,20261,001,10896,Barbara Kruchin,09:10,11:25,MTR 9:10AM-11:25AM
AMSTBC4697,AMSB,BCOL,Protect the Dolls: Trans Panics and Queer Liberation,20261,001,00997,Dani Joslyn,11:00,12:50,T 11:00AM-12:50PM
AMSTW4529,AMSB,BCOL,The Science of Sex,20261,001,00936,Dani Joslyn,11:00,12:50,W 11:00AM-12:50PM
AMSTBC4400,AMSB,BCOL,"Crime, Sex, Race and the Politics of Purity",20261,001,00771,Daria Reaven,10:10,12:00,R 10:10AM-12:00PM
AMSTBC4210,AMSB,BCOL,Du Bois Seminar,20261,001,00770,Manu Karuka,18:10,20:00,M 6:10PM-8:00PM
AMSTBC3704,AMSB,BCOL,SENIOR RESEARCH ESSAY SEMINAR,20261,002,00905,Dani Joslyn,14:10,16:00,T 2:10PM-4:00PM
AMSTBC3704,AMSB,BCOL,SENIOR RESEARCH ESSAY SEMINAR,20261,004,00769,Manu Karuka,14:10,16:00,T 2:10PM-4:00PM
AMSTBC1112,AMSB,BCOL,Elementary American Sign Language (ASL) II,20261,001,00893,Kailyn Aaron-Lozano,08:40,09:55,MWF 8:40AM-9:55AM
AMSTBC1112,AMSB,BCOL,Elementary American Sign Language (ASL) II,20261,002,00894,Kailyn Aaron-Lozano,10:10,11:25,MWF 10:10AM-11:25AM
AMSTBC1112,AMSB,BCOL,Elementary American Sign Language (ASL) II,20261,003,00895,Kailyn Aaron-Lozano,13:10,14:25,MWF 1:10PM-2:25PM
AMSTBC1011,AMSB,BCOL,WHAT IS AMERICAN STUDIES-DIS,20261,001,01063,,12:00,12:50,F 12:00PM-12:50PM
AMSTBC1001,AMSB,BCOL,WHAT IS AMERICAN STUDIES?,20261,003,00768,Lisa Jahn,14:40,15:55,MW 2:40PM-3:55PM
AMSTW3997,AMST,SAS,SUPERVISED INDIVIDUAL RESEARCH,20261,001,17021,Jeremy Dauber,16:10,18:00,R 4:10PM-6:00PM
AMSTW3996,AMST,SAS,SENIOR THESIS IN AMER STUDIES,20261,001,12903,,,,
AMSTW3945,AMST,SAS,AMERICAN FILM GENRES,20261,001,16933,Maura L Spiegel,16:10,18:00,M 4:10PM-6:00PM
AMSTW3944,AMST,SAS,American Business: A History,20261,001,16086,Jeremy Dauber,16:10,18:00,T 4:10PM-6:00PM
AMSTW3942,AMST,SAS,Ottoman Americana,20261,001,16077,Tunc Sen,14:10,16:00,R 2:10PM-4:00PM
AMSTW3931,AMST,SAS,TOPICS IN AMERICAN STUDIES,20261,001,12915,Andrew Delbanco,14:10,16:00,T 2:10PM-4:00PM
AMSTW3931,AMST,SAS,TOPICS IN AMERICAN STUDIES,20261,002,12971,Jessica H Lee,10:10,12:00,R 10:10AM-12:00PM
AMSTW3931,AMST,SAS,TOPICS IN AMERICAN STUDIES,20261,004,13143,Randolph Jonakait,16:10,18:00,W 4:10PM-6:00PM
AMSTW3920,AMST,SAS,SENIOR PROJECT COLLOQUIUM,20261,001,16895,Jeremy Dauber,12:10,14:00,W 12:10PM-2:00PM
AMSTW1010,AMST,SAS,INTRO TO AMERICAN STUDIES,20261,001,11797,Jeremy Dauber,08:40,09:55,TR 8:40AM-9:55AM
AS,ANES,MD,ANESTHESIOLOGY RESEARCH,20261,SPR,19653,,,,
AS,ANES,MD,CARDIOTHORACIC-SURG-ICU SUBI,20261,SPR,19652,,,,
AS,ANES,MD,ANESTHESIOLOGY PRECEPTORSHIP,20261,SPR,19651,,,,
AS,ANES,MD,ANESTHESIOLOGY PRECEPTORSHIP,20261,SPR,19650,,,,
AS,ANES,MD,PAIN MANAGEMENT,20261,SPR,19649,,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20261,001,17838,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20261,002,17870,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20261,003,17871,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20261,004,17872,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20261,009,17884,Stephanie Chen,,,
ANTHW3663,ANTB,BCOL,The Ancient Table: Archaeology of Cooking and Cuisine,20261,001,00674,Camilla Sturm,12:10,14:00,M 12:10PM-2:00PM
ANTHV3661,ANTB,BCOL,SOUTH ASIA,20261,001,00411,Elizabeth M Green,14:10,16:00,T 2:10PM-4:00PM
ANTHBC3243,ANTB,BCOL,"Sin, Disease, Subversion and the Experience of Race in Latin America",20261,001,00892,Paloma Rodrigo Gonzales,10:10,12:00,M 10:10AM-12:00PM
ANTHBC3242,ANTB,BCOL,Madness in The Welfare City: Freedom and Capture in American Social Service Systems,20261,001,01081,Clare R Casey,14:10,16:00,W 2:10PM-4:00PM
ANTHBC3234,ANTB,BCOL,Indigenous Place-Thought,20261,001,00720,Severin Fowles,08:40,09:55,MW 8:40AM-9:55AM
ANTHBC3223,ANTB,BCOL,Gender Archaeolxgy,20261,001,00412,Camilla Sturm,10:10,12:00,W 10:10AM-12:00PM
ANTHV3160,ANTB,BCOL,THE BODY AND SOCIETY,20261,001,00413,Gina A Jae,10:10,12:00,W 10:10AM-12:00PM
ANTHBC2427,ANTB,BCOL,ANTHROPOLOGY OF CLIMATE CHANGE,20261,001,00410,Paige West,13:10,14:25,MW 1:10PM-2:25PM
ANTHBC3999,ANTB,BCOL,INDIVIDUAL PROJECTS,20261,001,01143,Severin Fowles,,,
ANTHBC3999,ANTB,BCOL,INDIVIDUAL PROJECTS,20261,002,01148,Gina A Jae,,,
ANTHBC3999,ANTB,BCOL,INDIVIDUAL PROJECTS,20261,003,01149,Nadia Abu El-Haj,,,
ANTHBC3932,ANTB,BCOL,CLIM CHNG/GLOBAL MIGR/HUM RGT,20261,001,00518,Stephanie M Ratte,14:10,16:00,M 2:10PM-4:00PM
ANTHBC3872,ANTB,BCOL,SENIOR THESIS SEMINAR II,20261,001,00409,Elizabeth M Green,14:10,16:00,M 2:10PM-4:00PM
ANTHV3828,ANTB,BCOL,THE ANTHROPOLOGY OF WAR,20261,001,00670,Nadia Abu El-Haj,16:10,18:00,R 4:10PM-6:00PM
ANTHV3665,ANTB,BCOL,The Politics of Care,20261,001,00414,Gina A Jae,12:10,14:00,T 12:10PM-2:00PM
ANTHBC2012,ANTB,BCOL,LAB METHODS ARCHAEOLOGY,20261,001,00672,Severin Fowles,16:10,18:00,T 4:10PM-6:00PM
ANTHV2101,ANTH,SAS,THE ETHNOGRAPHIC IMAGINAT-DISC,20261,001,11482,Amani Agbaria,16:10,17:00,R 4:10PM-5:00PM
ANTHW2028,ANTH,SAS,THINK LIKE AN ARCHAEOLOGIST,20261,001,10502,Hannah Chazin,10:10,11:25,MW 10:10AM-11:25AM
ANTHV2005,ANTH,SAS,THE ETHNOGRAPHIC IMAGINATION,20261,001,11324,Maria Jose De Abreu,14:40,15:55,TR 2:40PM-3:55PM
