course_identifier,dept_code,school_code,course_name,term,section,call_number,instructor,start_time,end_time,days
AFASG4990,AFAM,SAS,AFR-AMER RESEARCH-WRITING,20263,001,12141,Rachel Grace Newman,12:10,14:00,R 12:10PM-2:00PM
AFASG4100,AFAM,SAS,AF-AM: PRO SEMINAR,20263,001,13210,Farah Griffin,14:10,16:00,T 2:10PM-4:00PM
AFASG4014,AFAM,SAS,Assurance of Infinity: In the Caribbean,20263,001,14264,Rachel Grace Newman,14:10,16:00,R 2:10PM-4:00PM
AFASG4010,AFAM,SAS,Reading the works of Jamaica Kincaid,20263,001,12308,Edwidge Danticat,16:10,18:00,M 4:10PM-6:00PM
AFASW4003,AFAM,SAS,Writing and Editing the Black Studies Journal,20263,001,14265,Jafari S Allen,16:10,18:00,T 4:10PM-6:00PM
AFASW3943,AFAM,SAS,Senior Pro Seminar,20263,001,13190,Farah Griffin,14:10,16:00,T 2:10PM-4:00PM
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,001,14269,Kellie Jones,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,002,14270,Brandi Summers,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,003,14271,Farah Griffin,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,004,14272,Edwidge Danticat,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,005,14273,Rachel Grace Newman,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,006,14274,Jafari S Allen,,,
AFASC3901,AFAM,SAS,INDEPENDENT STDY-UNDERGRADUATE,20263,007,14275,Nyle Fort,,,
AFASC3011,AFAM,SAS,Spirit of Justice,20263,001,12486,Nyle Fort,12:10,14:00,M 12:10PM-2:00PM
AFASG6999,AFAM,SAS,THESIS RESEARCH-GRADUATE,20263,001,12132,Brandi Summers,,,
AFASG6200,AFAM,SAS,BLACK GEOGRAPHIES: A PLACE FOR BLACK STUDY,20263,001,12142,Brandi Summers,12:10,14:00,W 12:10PM-2:00PM
AFASG6100,AFAM,SAS,AF-AM: PRO SEMINAR,20263,001,12143,Brandi Summers,12:10,14:00,T 12:10PM-2:00PM
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,001,12144,Brandi Summers,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,002,12145,Kellie Jones,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,003,12146,Farah Griffin,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,004,12147,Edwidge Danticat,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,005,12148,Rachel Grace Newman,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,006,12149,Jafari S Allen,,,
AFASW4998,AFAM,SAS,INDEPENDENT STUDY-GRADUATE,20263,007,12150,Nyle Fort,,,
AFASC1001,AFAM,SAS,INTRO TO AFRICAN-AMER STUDIES,20263,001,12140,Nyle Fort,10:10,11:25,MW 10:10AM-11:25AM
AFRSBC3550,AFSB,BCOL,QUEER HARLEM,20263,001,00463,Maleda Belilgne,16:10,18:00,R 4:10PM-6:00PM
AFRSBC3160,AFSB,BCOL,Fanon’s Psychology of the Oppressed,20263,001,00131,Colin Leach,18:10,20:00,W 6:10PM-8:00PM
AFRSBC3145,AFSB,BCOL,Black Women’s Histories in the United States,20263,001,00130,Celia E Naylor,12:10,14:00,W 12:10PM-2:00PM
AFRSBC3110,AFSB,BCOL,THE AFRICANA COLLOQUIUM,20263,001,00910,Celia E Naylor,16:10,18:00,W 4:10PM-6:00PM
AFRSBC3021,AFSB,BCOL,Queer Caribbean Critique,20263,001,00128,Maja Horn,12:10,14:00,T 12:10PM-2:00PM
AFRSBC3010,AFSB,BCOL,Black Fashion and Dress Cultures,20263,001,00127,Monica L Miller,10:10,12:00,T 10:10AM-12:00PM
AFRSBC3010,AFSB,BCOL,Black Fashion and Dress Cultures,20263,001,00127,Monica L Miller,14:10,16:00,T 2:10PM-4:00PM
AFRSBC2004,AFSB,BCOL,INTRODUCTN TO AFRICAN STUDIES,20263,001,00125,Abosede A George,10:10,11:25,MW 10:10AM-11:25AM
AFENBC3815,AFSB,BCOL,SHANGE & DIGITAL STORYTELLING,20263,001,00124,Kim F Hall,14:10,16:00,M 2:10PM-4:00PM
AFRSBC3998,AFSB,BCOL,SENIOR SEMINAR,20263,001,00133,Monica L Miller,18:10,20:00,T 6:10PM-8:00PM
AFRSBC3950,AFSB,BCOL,Black Americans Abroad,20263,BLA,00132,Tamara Walker,12:10,14:00,R 12:10PM-2:00PM
AFENBC3134,AFSB,BCOL,UNHEARD VOICES: AFRICAN WOMEN,20263,001,01016,Yvette Christianse,14:10,16:00,T 2:10PM-4:00PM
AHISQ3410,AHAR,SAS,APPROACHES TO CONTEMPORARY ART,20263,001,13007,Branden W Joseph,16:10,18:00,W 4:10PM-6:00PM
AHISW3326,AHAR,SAS,Images of the Apocalypse,20263,001,14223,Susanna C Berger,14:10,16:00,T 2:10PM-4:00PM
AHISC3002,AHAR,SAS,SENIOR THESIS,20263,001,13005,Barry G Bergdoll,16:10,18:00,T 4:10PM-6:00PM
AHISW3000,AHAR,SAS,INTRO LIT/METHODS OF ART HIST,20263,001,13003,Meredith Gamer,10:10,12:00,R 10:10AM-12:00PM
AHISW2415,AHAR,SAS,History Painting and Its Afterlives,20263,001,13001,Jonathan K Crary,16:10,17:25,TR 4:10PM-5:25PM
AHISV2411,AHAR,SAS,HISTORY OF PHOTOGRAPHY,20263,001,12999,Noam M Elcott,10:10,11:25,TR 10:10AM-11:25AM
AHISW2400,AHAR,SAS,Nineteenth-Century Art in Europe,20263,001,12997,Meredith Gamer,10:10,11:25,MW 10:10AM-11:25AM
AHUMV2800,AHAR,SAS,"Arts of Islam, 700-1000 CE",20263,001,13044,Avinoam Shalem,16:10,17:25,MW 4:10PM-5:25PM
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,001,13112,Alexander Alberro,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,002,13113,Zainab Bahrani,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,003,13223,Barry G Bergdoll,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,004,13224,Diane Bodart,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,005,13225,Julia Bryan-Wilson,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,006,13226,Gregory Bryda,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,007,13227,Zeynep Celik Alexander,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,008,13228,Michael Cole,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,009,13229,Jonathan K Crary,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,010,13230,Francesco De Angelis,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,011,13231,Susanna C Berger,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,013,13232,Noam M Elcott,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,015,13233,Meredith Gamer,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,016,13234,Anne Higonnet,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,017,13235,Elizabeth Hutchinson,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,018,13236,Kellie Jones,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,019,13277,Branden W Joseph,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,020,13278,Subhashini Kaligotla,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,021,13279,Holger A Klein,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,022,13280,Rosalind Krauss,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,023,13281,Janet L Kraynak,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,024,13282,Matthew P Mckelway,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,025,13283,Ioannis Mylonopoulos,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,026,13284,Eleonora Pistis,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,029,13285,Avinoam Shalem,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,030,13286,Zoe S Strother,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,031,13287,Lisa Trever,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,032,13288,Michael J Waters,,,
AHISG9001,AHAR,SAS,RESEARCH FOR ADVANCED STUDENTS,20263,033,13289,Jin Xu,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,001,13076,Alexander Alberro,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,002,13078,Zainab Bahrani,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,003,13079,Frederique Baumgartner,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,004,13080,Barry G Bergdoll,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,005,13081,Diane Bodart,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,006,13082,Julia Bryan-Wilson,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,007,13083,Gregory Bryda,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,008,13084,Zeynep Celik Alexander,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,009,13085,Michael Cole,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,010,13086,Jonathan K Crary,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,011,13087,Francesco De Angelis,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,012,13088,Susanna C Berger,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,014,13089,Noam M Elcott,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,016,13090,Meredith Gamer,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,017,13091,Anne Higonnet,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,018,13092,Elizabeth Hutchinson,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,019,13093,Kellie Jones,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,020,13094,Branden W Joseph,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,021,13096,Subhashini Kaligotla,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,022,13097,Holger A Klein,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,023,13098,Rosalind Krauss,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,024,13099,Janet L Kraynak,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,025,13100,Matthew P Mckelway,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,026,13101,Ioannis Mylonopoulos,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,027,13102,Eleonora Pistis,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,028,13103,John Rajchman,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,031,13105,Avinoam Shalem,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,032,13106,Zoe S Strother,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,033,13107,Lisa Trever,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,034,13108,Michael J Waters,,,
AHISG9000,AHAR,SAS,M.A. THESIS,20263,035,13109,Jin Xu,,,
AHISQ8413,AHAR,SAS,Black British Art & Theory,20263,001,13043,Kellie Jones,16:10,18:00,T 4:10PM-6:00PM
AHISG8139,AHAR,SAS,"Antiquity in the Museum: Archaeology, Culture and Imperialism",20263,001,13031,Zainab Bahrani,16:10,18:00,W 4:10PM-6:00PM
AHISG8000,AHAR,SAS,PROSEM-INTRO-STUDY OF ART HIST,20263,001,13029,Julia Bryan-Wilson,10:10,12:00,T 10:10AM-12:00PM
AHISG5002,AHAR,SAS,MA METHODS: COLLOQUIUM,20263,001,13027,Frederique Baumgartner,12:10,14:00,R 12:10PM-2:00PM
AHISW2321,AHAR,SAS,Northern Baroque Art and Knowledge,20263,001,12994,Susanna C Berger,10:10,11:25,TR 10:10AM-11:25AM
AHISG5000,AHAR,SAS,CRITICAL COLLOQUIUM,20263,001,13024,Janet L Kraynak,16:10,18:00,W 4:10PM-6:00PM
AHISW4722,AHAR,SAS,"Medieval Art, Craft, Science",20263,001,13023,Gregory Bryda,10:10,12:00,W 10:10AM-12:00PM
AHISW4646,AHAR,SAS,FOUCAULT AND THE ARTS,20263,001,13021,John Rajchman,16:10,18:00,M 4:10PM-6:00PM
AHISW4535,AHAR,SAS,Painted Reflections in Early Modern Europe,20263,001,14458,Diane Bodart,16:10,18:00,R 4:10PM-6:00PM
AHISW4505,AHAR,SAS,"AI, Imaging, Art",20263,001,14459,Noam M Elcott,14:10,16:00,R 2:10PM-4:00PM
AHISW4074,AHAR,SAS,Latin American Artists from Independence to the Present,20263,001,13019,Kellie Jones,14:40,15:55,MW 2:40PM-3:55PM
AHISW4062,AHAR,SAS,Chinese Art: Center and Periphery,20263,001,13017,Jin Xu,16:10,17:25,MW 4:10PM-5:25PM
AHISW4017,AHAR,SAS,Sumer: Art & Architecture,20263,001,13015,Zainab Bahrani,14:40,15:55,TR 2:40PM-3:55PM
AHISW3708,AHAR,SAS,BEYOND EL DORADO,20263,001,13013,Lisa Trever,12:10,14:00,M 12:10PM-2:00PM
AHISC3413,AHAR,SAS,NINETEENTH-CENTURY CRITICISM,20263,001,13011,Jonathan K Crary,16:10,18:00,M 4:10PM-6:00PM
AHCEW4149,AHAR,SAS,"The Roman Art of Engineering: Traditions of Planning, Construction, and Innovation",20263,001,13453,Francesco De Angelis,16:10,17:25,TR 4:10PM-5:25PM
ENGLZ0850,AMLP,SPEC,INTL TEACHING FELLOWS TRAINING,20263,001,11025,Lydia Fass,18:10,20:00,MW 6:10PM-8:00PM
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20263,001,11021,,,,
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20263,002,11022,,,,
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20263,003,11023,,,,
ENGLZ0012,AMLP,SPEC,AMER 12 PT PROG INTENSIVE,20263,004,11024,,,,
ENGLZ0006,AMLP,SPEC,ACADEMIC WRITING,20263,001,11019,,18:10,20:25,MWR 6:10PM-8:25PM
ENGLZ0006,AMLP,SPEC,ACADEMIC WRITING,20263,002,11020,,18:10,20:25,MWR 6:10PM-8:25PM
ENGLZ0005,AMLP,SPEC,ACADEMIC WRITING,20263,001,11016,,09:10,11:25,MTR 9:10AM-11:25AM
ENGLZ0005,AMLP,SPEC,ACADEMIC WRITING,20263,002,11017,,09:10,11:25,MTR 9:10AM-11:25AM
ENGLZ0005,AMLP,SPEC,ACADEMIC WRITING,20263,003,11018,,09:10,11:25,MTR 9:10AM-11:25AM
ENGLZ0003,AMLP,SPEC,LISTEN & SPEAK FOR INT'L STUDS,20263,001,11015,,18:10,20:00,MW 6:10PM-8:00PM
AMSTBC3401,AMSB,BCOL,American Studies Methods: Archive Fever,20263,001,00121,Jennie Kassanoff,14:10,16:00,W 2:10PM-4:00PM
AMSTBC3400,AMSB,BCOL,Evidence,20263,001,00989,Daria Reaven,18:00,20:00,T 6:00PM-8:00PM
AMSTBC2111,AMSB,BCOL,INTERMEDIATE AMERICAN SIGN LANGUAGE I,20263,002,00979,Kailyn Aaron-Lozano,13:10,14:25,TR 1:10PM-2:25PM
AMSTBC2001,AMSB,BCOL,Third World Studies,20263,001,00062,Manu Karuka,16:10,17:25,MW 4:10PM-5:25PM
AMSTBC1111,AMSB,BCOL,ELEMENTARY AMERICAN SIGN LANGUAGE I,20263,001,00951,Kailyn Aaron-Lozano,10:10,11:25,MWF 10:10AM-11:25AM
AMSTBC1111,AMSB,BCOL,ELEMENTARY AMERICAN SIGN LANGUAGE I,20263,002,00952,Kailyn Aaron-Lozano,13:10,14:25,MWF 1:10PM-2:25PM
AMSTW3943,AMST,SAS,Free Speech in American Society,20263,001,12235,Ryan Carr,16:10,18:00,R 4:10PM-6:00PM
AMSTW3937,AMST,SAS,American Journalism and Democracy,20263,001,12234,Caroline Miller,16:10,18:00,W 4:10PM-6:00PM
AMSTW3933,AMST,SAS,The American Graphic Novel,20263,001,12233,Jeremy Dauber,14:10,16:00,W 2:10PM-4:00PM
AMSTW3930,AMST,SAS,TOPICS IN AMERICAN STUDIES,20263,001,12231,Casey Blake,14:10,16:00,R 2:10PM-4:00PM
AMSTW3930,AMST,SAS,TOPICS IN AMERICAN STUDIES,20263,002,12232,Benjamin Rosenberg,18:10,20:00,M 6:10PM-8:00PM
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20263,005,11906,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20263,006,11908,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20263,007,11909,Stephanie Chen,,,
ANESM7201,ANES,MD,ANESTHESIOLOGY CLERKSHIP,20263,008,11910,Stephanie Chen,,,
ANTHV3321,ANTB,BCOL,INFRASTRUCTURES,20263,001,00788,Brian Larkin,12:10,14:00,T 12:10PM-2:00PM
ANTHBC3243,ANTB,BCOL,"Sin, Disease, Subversion and the Experience of Race in Latin America",20263,001,00838,Paloma Rodrigo Gonzales,10:10,12:00,M 10:10AM-12:00PM
ANTHW3040,ANTB,BCOL,ANTHROPOLOGICAL THEORY,20263,001,00794,Nadia Abu El-Haj,16:10,18:00,R 4:10PM-6:00PM
ANTHBC2012,ANTB,BCOL,LAB METHODS ARCHAEOLOGY,20263,001,00787,Severin Fowles,16:10,18:00,TR 4:10PM-6:00PM
ANTHV1017,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY-DISC,20263,001,00846,,,,
ANTHV1017,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY-DISC,20263,002,00847,,,,
ANTHV1017,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY-DISC,20263,003,00848,,,,
ANTHV1017,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY-DISC,20263,004,00849,,,,
ANTHV1017,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY-DISC,20263,005,00850,,,,
ANTHV1017,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY-DISC,20263,006,00851,,,,
ANTHV1012,ANTB,BCOL,INTERPRETATION OF CULTRE-DISC,20263,001,00840,,,,
ANTHV1012,ANTB,BCOL,INTERPRETATION OF CULTRE-DISC,20263,002,00841,,,,
ANTHV1012,ANTB,BCOL,INTERPRETATION OF CULTRE-DISC,20263,003,00842,,,,
ANTHV1012,ANTB,BCOL,INTERPRETATION OF CULTRE-DISC,20263,004,00843,,,,
ANTHV1012,ANTB,BCOL,INTERPRETATION OF CULTRE-DISC,20263,005,00844,,,,
ANTHV1012,ANTB,BCOL,INTERPRETATION OF CULTRE-DISC,20263,006,00845,,,,
ANTHV1009,ANTB,BCOL,INTRO TO LANGUAGE & CULTURE,20263,001,00871,Elizabeth M Green,11:40,12:55,MW 11:40AM-12:55PM
ANTHV1007,ANTB,BCOL,THE ORIGINS OF HUMAN SOCIETY,20263,001,00795,,11:40,12:55,TR 11:40AM-12:55PM
ANTHBC3932,ANTB,BCOL,CLIM CHNG/GLOBAL MIGR/HUM RGT,20263,001,00793,J.C. Salyer,12:10,14:00,W 12:10PM-2:00PM
ANTHBC3911,ANTB,BCOL,SOCIAL CONTEXTS IMMIGRATN LAW,20263,001,00792,J.C. Salyer,12:10,14:00,M 12:10PM-2:00PM
ANTHBC3871,ANTB,BCOL,SENIOR THESIS SEMINAR I,20263,001,00791,Elizabeth M Green,14:10,16:00,M 2:10PM-4:00PM
ANTHBC3868,ANTB,BCOL,ETHNOGRAPHIC FIELD RESEARCH IN NYC,20263,001,00839,Kaya N Williams,14:10,16:00,F 2:10PM-4:00PM
ANTHV3861,ANTB,BCOL,ANTHROP OF THE ANTHROPOCENE,20263,001,00790,Paige West,10:10,12:00,W 10:10AM-12:00PM
ANTHV3829,ANTB,BCOL,ABSENCE/PRESENCE,20263,001,00789,Nicholas A Bartlett,10:10,12:00,T 10:10AM-12:00PM
ANTHBC3808,ANTB,BCOL,Punishment Culture,20263,001,00796,Kaya N Williams,12:10,14:00,W 12:10PM-2:00PM
ANTHV3665,ANTB,BCOL,The Politics of Care,20263,001,00969,Gina A Jae,12:10,14:00,W 12:10PM-2:00PM
ANTHBC3326,ANTB,BCOL,"Fashion, Dress, and Cultural Futures in Oceania: Indigenous Creativity, Colonial Histories, and Global Circulations",20263,001,00872,Paige West,12:10,14:00,M 12:10PM-2:00PM
ANTHV1002,ANTB,BCOL,THE INTERPRETATION OF CULTURE,20263,001,00786,Brian Larkin,10:10,11:25,MW 10:10AM-11:25AM
ANTHW3777,ANTH,SAS,The Social Life of Solidarity,20263,001,13186,Jacob A Bessen,16:10,18:00,M 4:10PM-6:00PM
ANTHW3702,ANTH,SAS,Black/Life/Science,20263,001,10390,Vanessa L Agard-Jones,12:10,14:00,T 12:10PM-2:00PM
ANTHW3151,ANTH,SAS,LIVING WITH ANIMALS: ANTHROPOLOGICAL PER,20263,001,10288,Hannah Chazin,10:10,11:25,MW 10:10AM-11:25AM
ANTHV3090,ANTH,SAS,NATIVE AMERICA,20263,001,10291,Audra Simpson,12:10,14:00,R 12:10PM-2:00PM
ANTHV3007,ANTH,SAS,ARCHAEOL BEFORE THE BIBLE,20263,001,10309,Brian Boyd,11:40,12:55,TR 11:40AM-12:55PM
ANTHW2111,ANTH,SAS,Mafias and Other Dangerous Affiliations DISC,20263,001,10294,,,,
ANTHW2111,ANTH,SAS,Mafias and Other Dangerous Affiliations DISC,20263,002,10295,,,,
ANTHW2111,ANTH,SAS,Mafias and Other Dangerous Affiliations DISC,20263,003,10296,,,,
ANTHW2111,ANTH,SAS,Mafias and Other Dangerous Affiliations DISC,20263,004,10297,,,,
ANTHG9999,ANTH,SAS,WEDNESDAY SEMINAR,20263,001,10379,Zoe Crossland,14:10,16:00,W 2:10PM-4:00PM
ANTHG9105,ANTH,SAS,RESEARCH IN SPECIAL FIELDS,20263,001,10319,Brian Boyd,,,
ANTHG9105,ANTH,SAS,RESEARCH IN SPECIAL FIELDS,20263,002,10320,Hannah Chazin,,,
ANTHG9102,ANTH,SAS,RESEARCH IN ARCHAEOLOGY,20263,001,10314,Brian Boyd,,,
ANTHG9102,ANTH,SAS,RESEARCH IN ARCHAEOLOGY,20263,002,10315,Hannah Chazin,,,
ANTHG9101,ANTH,SAS,RSCH IN SOCIAL/CULTURAL ANTHRO,20263,001,10312,Brian Boyd,,,
ANTHG9101,ANTH,SAS,RSCH IN SOCIAL/CULTURAL ANTHRO,20263,002,10313,Hannah Chazin,,,
ANTHG9101,ANTH,SAS,RSCH IN SOCIAL/CULTURAL ANTHRO,20263,003,10317,Ellen Marakowitz,,,
ANTHG9101,ANTH,SAS,RSCH IN SOCIAL/CULTURAL ANTHRO,20263,004,10387,Nicholas Glastonbury,,,
ANTHG9101,ANTH,SAS,RSCH IN SOCIAL/CULTURAL ANTHRO,20263,005,10477,Marilyn Ivy,,,
ANTHW2031,ANTH,SAS,CORPSE LIFE: ANTH HISTORY OF THE DEAD,20263,001,10778,Zoe Crossland,10:10,11:25,TR 10:10AM-11:25AM
ANTHG6352,ANTH,SAS,MUSEUM ANTHROP:HIST & THEORY,20263,001,10308,Brian Boyd,16:10,18:00,T 4:10PM-6:00PM
ANTHG6171,ANTH,SAS,PRE-ATLANTIC SLAVERY – AFRICA AND SOUTH ASIA,20263,001,14537,Mahmood Mamdani,16:10,18:00,T 4:10PM-6:00PM
ANTHG6168,ANTH,SAS,History of Archaeology Theory,20263,001,10779,Zoe Crossland,16:10,18:00,T 4:10PM-6:00PM
ANTHG6157,ANTH,SAS,IDEA OF A BL RADICAL TRADITION,20263,001,10382,David Scott,10:10,12:00,T 10:10AM-12:00PM
ANTHG6103,ANTH,SAS,METHOD & THEORY IN ARCHAEOLOGY,20263,001,10388,Terence N D'Altroy,10:10,12:00,T 10:10AM-12:00PM
ANTHG6089,ANTH,SAS,Waste and Leftovers,20263,001,10343,Catherine Fennell,12:10,14:00,F 12:10PM-2:00PM
ANTHG6085,ANTH,SAS,THING THEORY,20263,001,10284,Hannah Chazin,10:10,12:00,T 10:10AM-12:00PM
ANTHG6079,ANTH,SAS,"READING, WRITING, ETHNOGRAPHY",20263,001,10307,Rosalind Morris,10:10,12:00,W 10:10AM-12:00PM
ANTHG6070,ANTH,SAS,MAKING ETHNOG:METHOD & WRITING,20263,001,10386,Nicholas Glastonbury,14:10,16:00,R 2:10PM-4:00PM
ANTHG5361,ANTH,SAS,ETHICAL ISSUES IN MUSEUMS,20263,001,10306,Sally Yerkovich,14:10,16:00,F 2:10PM-4:00PM
ANTHV2017,ANTH,SAS,Mafias and Other Dangerous Affiliations,20263,001,10293,Naor H Ben-Yehoyada,08:40,09:55,TR 8:40AM-9:55AM
ANTHG5201,ANTH,SAS,PRIN/APPL OF SOCIETY & CULTURE,20263,001,10316,Ellen Marakowitz,14:10,16:00,T 2:10PM-4:00PM
ANTHG5116,ANTH,SAS,Settler Colonialism,20263,001,10292,Audra Simpson,12:10,14:00,F 12:10PM-2:00PM
ANTHW4535,ANTH,SAS,FEMINIST AND DECOLONIAL STUDIES IN LATIN AMERICA,20263,001,10878,Marisa G Ruiz Trejo,10:10,12:00,R 10:10AM-12:00PM
ANTHG4056,ANTH,SAS,OBJECT HISTORIES,20263,001,10389,Vanessa L Agard-Jones,10:10,12:00,W 10:10AM-12:00PM
ANTHV3999,ANTH,SAS,SENIOR THESIS SEM IN ANTHROPOL,20263,001,10380,Lila Abu-Lughod,16:10,18:00,T 4:10PM-6:00PM
ANTHW3997,ANTH,SAS,SUPERVISED INDIVIDUAL RESEARCH,20263,001,10310,Brian Boyd,,,
ANTHW3997,ANTH,SAS,SUPERVISED INDIVIDUAL RESEARCH,20263,002,10311,Hannah Chazin,,,
ANTHW3997,ANTH,SAS,SUPERVISED INDIVIDUAL RESEARCH,20263,003,10318,Marilyn Ivy,,,
ANTHV3939,ANTH,SAS,ANIME EFFECT: JAPANESE MEDIA,20263,001,10476,Marilyn Ivy,14:10,16:00,M 2:10PM-4:00PM
ANTHV3921,ANTH,SAS,ANTICOLONIALISM,20263,001,10381,David Scott,10:10,12:00,W 10:10AM-12:00PM
ANTHV3888,ANTH,SAS,ECOCRITICISM FOR THE END TIMES,20263,001,10475,Marilyn Ivy,16:10,18:00,T 4:10PM-6:00PM
ANTHW3823,ANTH,SAS,ARCH ENGAGE: PAST IN PUB EYE,20263,001,10385,Terence N D'Altroy,14:10,16:00,M 2:10PM-4:00PM
